7,0,3,12,7,7,3,0,12,1,2,12,3,2,7,5,5,3,9,1,3,9,2,9,7,12,7,1,2,3,0,12,
12,0,3,5,7,1,12,5,1,1,2,3,7,0,1,5,3,1,3,12,0,2,2,9,2,9,5,2,12,5,0,5,
9,0,3,5,7,7,7,0,12,12,2,3,3,2,1,12,1,1,3,9,0,2,9,9,12,12,12,1,12,5,3,12,
12,0,3,12,1,1,7,5,1,12,2,3,7,2,1,5,1,1,2,9,7,2,2,9,7,9,1,1,12,5,3,5,
0,0,1,5,7,7,1,0,12,12,0,3,7,2,1,12,1,1,3,12,0,2,2,9,3,12,5,2,2,3,3,5,
0,0,3,2,7,7,1,0,1,12,0,3,7,2,1,12,1,1,2,9,0,2,2,9,3,12,1,1,2,3,3,5,
0,1,1,5,7,7,3,0,12,1,5,3,7,2,9,5,5,1,0,12,7,2,2,2,9,12,5,2,2,5,3,12,
9,0,7,5,1,0,1,0,12,1,2,12,3,2,1,12,1,1,2,12,7,2,9,9,12,12,5,3,5,12,0,12,
12,0,3,5,7,7,3,0,12,5,2,3,7,0,1,7,1,1,3,12,0,2,0,9,9,12,12,2,2,5,7,12,
7,9,3,5,5,0,3,0,1,5,0,12,7,0,1,12,9,1,2,9,0,7,2,9,3,12,1,3,12,3,2,5,
7,0,7,12,7,3,3,2,12,1,2,12,7,2,1,0,1,3,2,12,7,9,9,9,3,12,7,0,2,7,3,12,
7,0,3,12,7,3,1,0,1,5,0,12,7,2,7,5,2,9,2,12,0,2,9,2,2,9,7,1,0,5,3,1,
7,0,3,5,5,7,3,0,12,12,0,2,7,2,1,3,1,3,2,9,7,0,2,7,3,12,7,2,9,5,0,7,
7,0,3,5,1,7,3,2,12,1,9,0,7,1,1,0,5,1,2,12,2,2,2,7,12,9,7,2,2,5,9,7,
3,0,7,2,5,2,1,1,12,5,0,12,5,2,9,5,1,9,2,9,7,2,2,9,1,3,12,1,0,3,0,12,
1,0,3,5,7,7,3,0,12,5,0,3,9,2,1,7,5,1,2,12,7,2,2,9,3,12,12,1,2,12,3,12,
7,0,3,12,5,0,3,0,12,5,0,3,9,2,7,5,1,3,3,9,3,9,0,2,7,3,7,2,2,5,7,5,
7,0,3,5,7,7,7,0,1,1,9,3,7,2,1,12,1,1,3,9,0,2,2,9,7,3,1,2,2,3,0,12,
0,0,1,3,7,7,3,0,3,1,0,5,0,2,9,5,1,1,2,9,3,2,2,9,12,5,1,1,2,5,0,12,
0,0,3,12,5,7,3,2,1,1,0,3,7,2,7,12,1,1,3,12,3,2,0,9,12,12,1,1,12,5,3,5,
7,0,3,5,7,2,3,0,1,9,0,3,7,2,1,5,1,3,2,1,7,9,9,9,5,12,0,2,0,3,3,5,
0,0,7,5,7,7,7,0,1,12,2,3,5,2,1,12,1,1,3,9,7,2,2,9,12,12,5,1,2,5,7,12,
0,0,3,5,5,0,3,2,1,5,0,3,7,7,7,5,3,1,2,9,0,2,2,9,3,12,7,0,2,5,3,5,
7,0,3,5,7,7,1,0,1,1,0,3,7,2,9,12,1,1,2,12,7,2,0,9,9,12,12,1,12,5,0,12,
7,0,7,5,7,2,7,0,12,9,0,3,7,1,1,5,1,1,2,12,7,2,2,9,9,12,5,1,2,5,7,5,
9,0,3,5,7,7,12,0,1,1,9,3,9,2,1,12,1,1,3,12,0,2,5,9,3,12,7,2,1,5,7,12,
7,0,3,2,5,7,7,0,12,5,2,3,5,2,1,12,3,1,0,9,7,2,5,9,2,12,5,1,2,5,7,0,
7,9,3,12,7,7,3,0,12,1,2,12,7,2,7,5,5,3,9,9,3,9,2,2,2,12,7,1,2,3,3,12,
7,0,3,5,5,3,3,2,1,12,0,3,3,2,7,0,1,1,2,9,1,2,2,9,7,12,7,0,7,5,0,5,
7,0,7,12,5,7,3,0,12,5,0,3,9,2,7,5,1,3,3,9,7,9,2,5,7,12,1,3,1,5,3,5,
7,0,3,12,7,7,3,2,12,5,2,12,7,2,1,5,1,1,3,12,3,9,2,2,3,12,7,1,2,5,3,12,
7,0,3,12,7,7,3,2,3,1,9,3,3,2,7,12,1,1,3,9,0,2,2,9,7,3,1,1,2,3,0,12,
7,0,3,12,1,7,3,0,12,3,0,12,7,2,1,5,1,1,2,12,0,9,2,9,2,12,1,2,2,3,0,5,
0,0,3,12,5,7,7,0,12,2,0,3,3,2,1,7,1,1,3,12,9,9,0,9,12,3,12,3,2,5,7,12,
1,0,3,5,7,0,3,0,12,5,0,3,9,2,1,5,5,1,2,12,7,2,2,9,3,3,1,2,2,12,3,12,
3,0,3,12,5,7,3,0,1,1,9,3,1,2,7,0,3,1,2,12,7,9,0,9,2,12,1,3,0,5,3,5,
0,0,7,12,7,7,12,2,1,5,2,3,7,2,1,12,1,1,2,1,3,2,2,5,5,9,1,2,0,3,0,5,
7,0,3,12,5,7,1,0,3,5,5,3,9,2,1,5,1,9,2,12,7,2,0,2,3,3,1,2,2,2,3,7,
1,5,1,5,7,3,3,0,1,5,0,12,7,7,9,0,3,1,3,1,0,2,2,7,7,5,1,1,0,5,3,5,
3,0,3,12,7,3,3,12,1,12,0,3,7,2,1,12,1,1,3,9,0,2,5,5,3,12,7,2,2,5,2,5,
9,9,3,5,7,7,12,0,1,5,9,3,9,2,1,12,3,1,2,12,0,2,2,9,9,12,5,1,1,5,7,12,
1,0,1,12,5,0,3,0,1,5,5,12,9,7,9,0,1,1,3,12,3,2,2,2,7,5,1,1,2,5,3,5,
0,0,3,12,7,7,3,0,1,1,0,3,7,2,7,5,3,1,2,1,0,9,0,9,3,12,7,0,2,2,3,5,
0,0,3,5,7,7,3,0,1,12,0,3,9,2,7,12,1,1,2,12,3,9,0,2,9,12,7,1,2,3,0,5,
0,5,7,5,5,7,3,2,1,1,9,12,9,2,7,5,3,1,2,12,7,2,2,9,7,3,1,1,7,5,0,5,
0,0,3,5,1,7,3,2,1,1,0,3,7,2,7,12,1,1,0,12,7,2,9,2,9,12,1,1,2,5,7,12,
7,0,7,2,7,7,3,0,1,12,0,3,7,2,9,12,1,1,2,12,0,2,0,9,2,12,12,2,2,5,7,12,
2,0,3,5,7,0,0,0,12,1,2,12,7,2,7,12,1,1,2,12,0,2,9,2,12,12,7,1,12,5,0,12,
7,0,3,5,5,7,7,0,3,1,5,3,9,0,1,5,1,1,3,1,0,2,9,9,2,12,7,1,2,3,3,12,
9,0,3,12,7,7,1,0,12,5,2,3,7,2,1,12,1,1,2,12,0,9,9,9,9,12,1,2,0,5,7,12,
0,0,3,5,5,7,3,2,1,1,0,3,7,0,7,12,1,1,2,12,3,2,0,9,5,12,5,2,2,5,3,5,
0,0,3,5,5,7,3,2,1,5,0,3,9,0,7,5,9,3,3,1,3,7,9,5,12,12,7,1,2,3,0,5,
7,9,3,12,5,7,3,2,1,12,2,12,7,2,7,12,9,3,2,9,0,2,2,9,7,12,1,0,2,5,3,5,
7,5,3,5,5,3,1,0,1,5,0,5,7,2,1,5,1,1,2,9,7,2,0,7,7,3,1,2,0,5,3,7,
0,0,1,3,7,7,7,0,3,1,0,3,0,2,9,0,1,9,2,12,3,2,2,9,3,5,1,1,2,5,0,12,
0,0,3,5,5,7,3,0,5,1,9,12,7,2,7,12,1,1,2,12,3,9,5,9,9,12,7,1,2,3,0,5,
7,0,3,5,7,7,7,2,1,1,0,12,9,2,3,1,1,1,3,12,0,9,2,2,12,12,7,1,1,7,0,12,
7,1,3,5,7,7,12,0,12,5,1,3,9,2,7,5,5,1,3,12,7,2,2,2,2,3,7,2,2,5,3,12,
1,0,3,12,5,3,1,2,12,5,9,3,9,2,7,12,1,1,2,1,0,2,2,2,12,3,1,3,7,5,7,5,
3,9,1,5,7,7,3,0,12,12,0,3,7,2,7,12,1,1,2,9,0,2,2,9,3,12,7,1,2,5,7,5,
3,0,3,5,7,3,3,0,1,5,0,3,7,2,1,12,3,9,3,9,0,2,2,5,7,3,1,2,2,5,0,5,
0,2,3,12,7,0,3,0,12,1,5,3,7,2,7,7,5,1,3,12,7,2,0,9,9,3,12,3,7,5,3,2,
1,1,7,2,7,7,3,0,12,12,9,3,7,2,9,5,5,1,0,12,0,2,2,2,9,12,1,2,2,5,3,12,
0,0,1,2,5,7,12,1,12,5,0,3,9,2,7,12,1,1,2,9,7,2,2,9,9,12,7,1,0,3,9,5,
7,0,3,5,7,7,1,0,1,1,0,0,7,1,1,0,1,9,2,12,7,2,2,7,1,3,12,2,0,5,0,7,
7,0,3,12,7,3,3,2,12,1,1,2,9,2,7,5,1,3,2,12,7,9,9,2,2,12,7,2,2,5,0,5,
7,12,3,12,7,7,1,0,12,9,2,12,3,2,7,0,1,7,2,9,3,2,9,9,3,12,7,1,0,3,7,5,
0,9,3,12,7,7,3,0,1,1,0,3,7,7,7,0,5,1,2,12,3,9,0,5,3,12,7,0,2,5,3,5,
3,0,3,5,5,0,3,2,1,12,0,3,7,2,7,5,3,1,3,1,0,2,9,9,12,12,7,1,2,5,3,5,
1,0,3,12,7,7,1,0,3,1,5,3,7,2,1,12,1,1,3,9,0,2,2,9,12,3,1,2,2,3,0,12,
7,0,3,5,7,0,3,0,12,1,9,3,3,0,1,7,5,1,3,12,7,2,9,9,7,12,7,2,7,2,7,5,
7,5,7,5,5,7,7,2,1,5,9,3,1,2,7,12,9,3,3,1,0,2,9,5,12,3,7,0,7,5,7,12,
1,0,7,5,7,0,7,0,1,12,0,12,9,0,7,5,1,1,2,3,9,2,2,9,2,12,7,1,0,5,7,5,
0,0,3,5,7,3,1,2,1,5,0,3,7,2,12,12,5,7,9,1,2,0,0,2,1,12,7,1,2,3,7,5,
0,1,7,12,7,7,3,0,1,0,0,3,9,2,7,5,1,2,2,12,0,2,2,9,7,12,1,1,7,5,0,5,
0,0,7,5,1,7,3,2,1,12,0,3,3,2,7,12,1,1,2,9,0,2,9,2,2,12,1,2,2,5,7,12,
1,0,3,5,7,7,3,0,12,12,0,3,7,2,1,12,1,1,3,12,0,2,2,9,3,9,5,1,2,5,3,12,
0,0,3,5,7,7,7,0,3,1,9,5,7,2,1,0,1,1,3,9,3,2,2,9,12,3,1,2,2,3,0,12,
7,0,1,12,7,7,3,0,1,1,0,3,7,2,9,12,1,1,2,9,0,2,2,9,7,12,1,2,2,5,0,7,
7,0,3,7,7,7,12,3,12,5,0,12,7,2,1,1,1,9,2,1,0,9,2,9,3,12,1,1,2,7,3,12,
7,0,3,12,7,7,12,2,12,5,0,2,1,2,1,0,1,1,2,1,0,9,2,9,3,12,1,1,2,7,3,1,
0,0,1,3,7,7,7,0,1,1,0,3,0,2,9,5,1,1,2,9,3,2,2,9,7,5,1,1,2,5,0,12,
7,0,7,5,7,7,1,0,1,1,0,5,7,1,9,12,1,1,2,12,7,2,0,9,9,12,12,1,2,5,7,12,
7,0,3,12,5,7,3,0,12,5,0,3,9,2,7,5,1,3,3,12,3,9,2,2,12,12,1,1,2,5,3,12,
0,0,3,12,5,7,7,0,12,2,0,3,3,2,1,5,1,1,3,9,9,9,2,9,7,3,7,3,2,5,3,5,
3,0,7,5,7,7,12,0,1,5,2,3,3,2,1,12,3,1,2,1,7,2,2,5,2,9,5,3,0,3,3,5,
0,0,1,12,7,7,1,0,1,12,0,3,7,2,1,0,1,1,2,9,7,2,2,9,3,12,1,1,2,3,0,5,
7,0,3,5,5,7,1,0,1,5,5,3,9,2,1,12,5,9,2,1,9,2,2,2,9,12,1,2,2,3,3,5,
7,0,3,5,5,7,1,0,1,5,5,3,9,2,1,12,5,9,2,1,9,2,2,2,9,12,1,2,2,3,3,5,
1,0,3,5,7,0,3,0,12,5,0,3,9,2,1,7,1,1,2,1,0,2,0,9,3,3,12,2,2,5,3,12,
0,12,3,5,7,7,0,0,12,9,2,3,9,2,7,0,5,1,2,12,7,2,9,9,3,12,1,1,12,12,7,12,
7,0,1,5,7,7,1,0,1,1,2,3,9,2,7,5,1,1,3,12,0,2,9,9,9,12,1,2,7,5,3,12,
9,0,3,5,7,7,1,0,12,5,2,3,7,0,1,12,1,1,2,12,0,2,2,9,9,12,5,2,2,5,7,12,
1,0,3,5,7,7,7,0,1,1,2,3,3,2,1,12,5,3,2,12,0,2,2,7,9,3,1,2,0,5,3,12,
0,0,3,2,5,7,3,0,0,5,0,12,3,2,9,5,1,9,2,12,0,2,2,9,2,12,1,3,2,2,7,12,
7,12,3,5,7,7,3,0,12,12,0,2,9,2,7,12,1,1,2,9,7,2,9,9,3,12,5,1,0,3,3,5,
0,0,1,12,7,7,1,0,1,9,2,3,7,2,1,5,1,7,2,9,3,2,2,9,3,12,7,1,2,5,7,5,
0,0,1,12,7,3,1,0,12,5,0,3,9,2,1,12,1,1,2,9,3,2,2,9,9,12,7,2,2,3,3,5,
0,0,1,5,7,7,1,0,1,1,0,3,7,7,1,12,1,3,2,12,7,2,2,9,9,12,12,1,2,3,0,5,
3,1,7,5,7,7,1,0,12,1,0,3,7,12,9,12,1,1,2,12,0,2,0,2,9,12,7,1,0,5,7,12,
7,0,3,5,7,7,3,0,1,1,0,3,7,1,7,12,5,1,2,12,7,2,0,9,12,12,12,1,2,3,7,12,
12,0,7,5,7,7,7,0,1,1,2,3,7,2,1,5,1,1,3,12,0,2,2,9,2,12,12,1,12,5,0,5,
7,0,3,5,7,1,1,5,1,12,0,3,7,1,9,12,3,1,2,12,7,2,0,9,9,9,12,1,2,5,7,12,
12,0,3,5,1,1,7,5,12,12,9,1,3,2,1,5,3,1,2,12,2,2,2,9,2,9,12,2,12,5,0,5,
7,0,3,12,7,7,3,2,1,1,2,12,7,2,7,5,1,1,3,12,0,9,2,9,2,12,1,1,2,3,0,5,
7,0,1,12,7,3,7,0,12,5,0,12,0,2,9,12,1,1,2,9,3,2,2,2,5,12,1,1,2,5,3,5,
0,0,9,3,1,7,12,2,1,1,9,5,9,2,7,5,1,1,2,1,7,2,2,9,7,5,7,1,0,5,0,12,
0,0,3,12,7,7,1,0,1,12,0,3,7,2,7,12,3,1,2,12,0,2,2,9,3,12,1,2,2,3,3,5,
7,0,1,5,7,7,3,2,12,12,0,3,7,2,1,5,12,1,2,9,1,2,2,2,7,12,5,1,2,5,7,5,
0,0,1,5,7,7,7,0,1,12,0,5,7,2,1,0,1,1,2,9,3,2,2,9,7,12,1,2,2,5,0,7,
3,9,1,12,7,7,3,0,1,1,0,3,7,2,9,12,3,1,2,9,0,2,2,5,3,12,7,1,2,5,0,5,
1,2,3,12,7,5,3,0,12,12,9,3,7,0,1,12,9,3,3,12,0,2,0,9,9,3,1,3,5,3,2,2,
7,9,7,5,5,0,3,0,1,5,0,12,7,2,7,7,5,1,2,9,7,7,2,9,3,12,12,0,12,5,3,5,
12,0,3,12,1,7,7,5,12,12,2,3,7,2,1,5,1,1,3,12,0,2,2,9,7,9,1,2,12,7,3,5,
7,0,3,12,7,1,12,2,12,5,0,12,7,2,1,5,1,1,2,1,0,9,2,9,3,12,7,1,2,5,0,12,
9,0,3,5,7,7,1,0,12,5,2,12,7,0,1,12,1,1,2,12,0,2,9,2,9,12,5,2,2,5,7,12,
2,0,3,5,5,0,7,0,12,1,2,3,7,0,1,12,1,1,2,12,0,2,9,9,12,12,7,1,12,5,3,12,
0,0,7,5,7,7,3,2,12,5,2,12,7,2,1,5,1,1,3,12,7,9,2,5,3,12,1,1,2,3,3,12,
7,0,1,12,7,7,12,0,1,1,0,3,9,2,7,12,1,1,2,12,7,2,2,9,9,12,7,3,0,5,0,5,
3,0,3,12,7,7,12,0,1,5,2,3,3,2,1,0,3,3,3,1,3,2,2,5,2,9,1,3,0,5,3,5,
7,0,7,12,5,7,3,0,12,5,0,3,9,2,7,5,1,1,2,9,7,9,2,2,7,12,7,1,2,3,0,5,
1,0,1,12,7,7,3,0,1,5,5,12,9,7,7,5,3,1,3,1,0,2,9,2,7,12,1,1,12,2,3,5,
0,9,3,2,7,2,3,0,1,1,0,3,7,2,9,0,1,1,2,12,3,7,2,2,7,5,1,2,2,5,3,7,
0,0,3,5,7,7,0,0,1,1,0,3,7,2,1,5,1,9,2,1,7,2,9,9,7,12,1,0,2,3,0,12,
3,0,7,12,7,1,3,0,12,12,5,3,7,7,1,12,1,1,3,9,0,2,2,9,3,12,5,1,12,5,3,12,
7,0,1,5,7,7,1,0,1,1,0,3,9,2,7,5,1,1,2,12,0,2,2,9,9,12,7,2,7,5,3,12,
0,0,1,5,7,7,12,0,1,1,2,3,9,2,7,12,1,1,3,12,7,2,2,9,9,12,1,1,0,3,0,5,
0,0,1,12,7,7,7,0,12,1,0,5,2,2,9,12,1,1,2,9,3,2,2,9,7,12,1,2,2,3,0,7,
0,0,1,12,7,3,1,0,1,5,0,3,7,7,1,0,1,1,2,9,3,2,2,9,9,12,12,2,2,5,3,5,
0,0,3,12,7,7,3,0,1,5,2,3,3,2,9,0,1,1,2,1,7,2,9,9,3,12,7,1,5,3,7,7,
0,12,9,5,7,3,0,0,12,1,5,3,7,2,1,0,9,7,2,9,0,0,2,5,2,12,7,1,12,5,0,12,
3,0,3,12,7,7,0,0,12,12,9,3,9,7,7,5,1,1,2,12,7,2,0,9,7,12,1,0,12,5,0,5,
0,5,7,5,5,1,3,2,1,1,5,3,7,2,1,5,3,9,2,1,7,2,9,9,7,3,1,1,7,3,0,12,
0,9,3,5,7,7,3,2,1,5,0,3,7,2,7,0,1,1,2,12,3,7,2,9,12,12,1,1,2,3,0,12,
3,9,3,5,7,7,1,0,0,1,0,3,7,2,9,5,9,3,3,12,7,2,2,9,9,12,7,2,2,5,7,5,
7,0,3,12,5,1,1,0,12,5,9,3,9,2,1,12,1,1,3,1,7,2,9,2,12,12,1,0,12,5,3,5,
3,0,3,12,7,3,0,2,12,1,5,3,7,7,7,5,1,9,2,1,0,2,2,9,7,3,1,3,7,3,0,12,
0,0,1,5,7,7,1,0,1,1,0,3,9,2,9,5,1,3,0,12,7,2,2,9,9,12,7,2,2,5,3,12,
0,1,3,2,7,7,3,0,12,1,5,3,7,2,1,12,5,1,2,12,0,2,2,2,9,12,1,1,2,3,0,5,
0,0,7,12,7,7,3,0,1,12,0,3,7,2,1,12,1,3,3,9,0,2,2,9,3,12,7,1,2,5,3,12,
7,0,3,5,5,7,3,0,12,5,0,3,9,2,7,5,1,1,3,9,3,9,2,2,7,12,5,1,2,5,3,5,
2,5,9,7,2,5,0,3,12,2,3,1,3,7,9,1,7,5,0,9,12,1,0,12,9,12,2,5,0,3,1,7,
2,5,9,7,2,5,0,3,12,2,3,1,3,7,9,1,7,5,0,9,12,1,0,12,9,12,2,1,0,3,5,7,
